ocid,release_id,date,buyer_name,tender_id,tender_title,mainprocurementcategory,tender_minvalue,tender_datepublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-26717127,ocds-20h3g7-26717127-1,2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,26717127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Pertukangan Selatan 04/05,services,292380000.0,2015-05-22,complete,26717127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Pertukangan Selatan 04/05,2015-07-03,270022000.0,Pt.Saritama Purnama
ocds-20h3g7-26720127,ocds-20h3g7-26720127-1,2015-06-05,,26720127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),services,98750000.0,2015-05-22,complete,26720127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),2015-06-05,89430000.0,Pt. Nabela Karya Abadi
ocds-20h3g7-26722127,ocds-20h3g7-26722127-1,2015-06-05,,26722127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),services,98758000.0,2015-05-22,complete,26722127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-05,88165000.0,Danureksa Sarana Cipta
ocds-20h3g7-26723127,ocds-20h3g7-26723127-1,2015-06-04,,26723127,Pengadaan Jasa Konsultansi Badan Usaha   Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet  (Jasa Konsultansi Pengawasan),services,72990500.0,2015-05-22,complete,26723127-1,Pengadaan Jasa Konsultansi Badan Usaha   Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet  (Jasa Konsultansi Pengawasan),2015-06-04,69795000.0,Pt. Bumi Madani
ocds-20h3g7-26724127,ocds-20h3g7-26724127-1,2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,26724127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Sukabumi Utara 07,services,242159500.0,2015-05-22,complete,26724127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Sukabumi Utara 07,2015-07-03,222270000.0,Pt.Saritama Purnama
ocds-20h3g7-26725127,ocds-20h3g7-26725127-1,2015-06-12,,26725127,Pemasangan Pipa Hdpe Diameter 160 Mm Di Jl. Rs. Fatmawati  Stasiun Cipete,works,222817444.0,2015-05-26,complete,26725127-1,Pemasangan Pipa Hdpe Diameter 160 Mm Di Jl. Rs. Fatmawati  Stasiun Cipete,2015-06-12,198360432.6,Pt. Fajar Usaha Jaya
ocds-20h3g7-26726127,ocds-20h3g7-26726127-1,2015-06-09,,26726127,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),services,98758000.0,2015-05-22,complete,26726127-1,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-09,93819000.0,Pt. Asia Juli Pradana
ocds-20h3g7-26727127,ocds-20h3g7-26727127-1,2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,26727127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 125,services,292380000.0,2015-05-22,complete,26727127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 125,2015-07-03,276430000.0,Pt. Cinipta Triutama Jaya
ocds-20h3g7-26731127,ocds-20h3g7-26731127-1,2015-07-29,Pemerintah Daerah Provinsi Dki Jakarta,26731127,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan Ruang Kelas Baru Smpn 97,services,283430400.0,2015-05-22,complete,26731127-1,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan Ruang Kelas Baru Smpn 97,2015-07-29,238790000.0,Pt. Bumi Madani
ocds-20h3g7-26734127,ocds-20h3g7-26734127-1,2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,26734127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 73,services,302390000.0,2015-05-22,complete,26734127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Smpn 73,2015-07-03,278795000.0,Pt. Granitindo Cipta Sejati
ocds-20h3g7-26735127,ocds-20h3g7-26735127-1,2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,26735127,Jasa Konsultansi Pengawasan Penyelesaian Sarana Penunjang Smkn Bambu Apus,services,442695000.0,2015-05-22,complete,26735127-1,Jasa Konsultansi Pengawasan Penyelesaian Sarana Penunjang Smkn Bambu Apus,2015-07-03,393525000.0,Pt. Granitindo Cipta Sejati
ocds-20h3g7-26737127,ocds-20h3g7-26737127-1,2015-07-03,Pemerintah Daerah Provinsi Dki Jakarta,26737127,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan Asrama Smk Negeri 61 Kepulauan Seribu,services,292380000.0,2015-05-22,complete,26737127-1,Jasa Konsultansi Pengawasan Penyelesaian Pembangunan Asrama Smk Negeri 61 Kepulauan Seribu,2015-07-03,272396000.0,Pt. Gubahreka Consultant
ocds-20h3g7-26738127,ocds-20h3g7-26738127-1,2015-06-09,,26738127,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,goods,2123514708.0,2015-05-25,complete,26738127-1,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,2015-06-09,1438305000.0,Pt. Visi Trading Distribusi
ocds-20h3g7-26744127,ocds-20h3g7-26744127-1,2015-06-19,Pemerintah Daerah Provinsi Dki Jakarta,26744127,Pengadaan Peta Keluarga Dan Stiker,services,322518675.0,2015-05-26,complete,26744127-1,Pengadaan Peta Keluarga Dan Stiker,2015-06-19,156750760.0,Pt. Mitra Maju Sejahtera
ocds-20h3g7-26745127,ocds-20h3g7-26745127-1,2015-06-18,Pemerintah Daerah Provinsi Dki Jakarta,26745127,Pengadaan Cetakan Karcis Tepi Jalan,services,1496563200.0,2015-05-27,complete,26745127-1,Pengadaan Cetakan Karcis Tepi Jalan,2015-06-18,1309492800.0,Cv. Karya Indonesia
ocds-20h3g7-26748127,ocds-20h3g7-26748127-2,2015-06-12,,26748127,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Bina Netra Cahaya Bathin,goods,321440800.0,2015-05-29,complete,26748127-1,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Bina Netra Cahaya Bathin,2015-06-12,295451900.0,Cv. Caterina Apriani
ocds-20h3g7-26750127,ocds-20h3g7-26750127-1,2015-06-11,,26750127,Pemeliharaan Jalan Wilayah Kecamatan Cempaka Putih (Jasa Konsultansi Pengawasan),services,143123750.0,2015-05-28,complete,26750127-1,Pemeliharaan Jalan Wilayah Kecamatan Cempaka Putih (Jasa Konsultansi Pengawasan),2015-06-11,121836000.0,Pt. Bumi Madani
ocds-20h3g7-26751127,ocds-20h3g7-26751127-1,2015-06-11,,26751127,Pemeliharaan Jalan Wilayah Kecamatan Gambir (Jasa Konsultansi Pengawasan,services,143123750.0,2015-05-28,complete,26751127-1,Pemeliharaan Jalan Wilayah Kecamatan Gambir (Jasa Konsultansi Pengawasan,2015-06-11,117216000.0,Pt. Bumi Madani
ocds-20h3g7-26752127,ocds-20h3g7-26752127-1,2015-06-23,,26752127,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Kapuk,services,155952500.0,2015-05-28,complete,26752127-1,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Kapuk,2015-06-23,139672500.0,Pt. Deltapromas Rekayasa Konsultan
ocds-20h3g7-26753127,ocds-20h3g7-26753127-1,2015-06-11,,26753127,Pemeliharaan Jalan Wilayah Kecamatan Johar Baru (Jasa Konsultansi Pengawasan),services,143123750.0,2015-05-28,complete,26753127-1,Pemeliharaan Jalan Wilayah Kecamatan Johar Baru (Jasa Konsultansi Pengawasan),2015-06-11,118525000.0,Pt. Tricons Karya Mandiri
ocds-20h3g7-26755127,ocds-20h3g7-26755127-1,2015-06-23,,26755127,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Kembangan Utara,services,155952500.0,2015-05-28,complete,26755127-1,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Kembangan Utara,2015-06-23,109175000.0,Pt. Isa Kreasi Mandiri Sejati
ocds-20h3g7-26756127,ocds-20h3g7-26756127-1,2015-06-11,,26756127,Pemeliharaan Jalan Wilayah Kecamatan Kemayoran (Jasa Konsultansi Pengawasan),services,143123750.0,2015-05-28,complete,26756127-1,Pemeliharaan Jalan Wilayah Kecamatan Kemayoran (Jasa Konsultansi Pengawasan),2015-06-11,115489000.0,Danureksa Sarana Cipta
ocds-20h3g7-26757127,ocds-20h3g7-26757127-1,2015-06-23,,26757127,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Pekojan,services,155952500.0,2015-05-28,complete,26757127-1,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Pekojan,2015-06-23,137230500.0,Pt. Granitindo Cipta Sejati
ocds-20h3g7-26758127,ocds-20h3g7-26758127-1,2015-06-23,,26758127,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Tanjung Duren Selatan,services,155952500.0,2015-05-28,complete,26758127-1,Belanja Jasa Konsultansi Pengawasan Rehab Total Kantor Lurah Tanjung Duren Selatan,2015-06-23,103730000.0,Pt. Bayu Berlian Mandiri
ocds-20h3g7-26760127,ocds-20h3g7-26760127-1,2015-07-09,Pemerintah Daerah Provinsi Dki Jakarta,26760127,Belanja Ban Kendaraan Dinas Operasional,goods,3599889700.0,2015-06-29,complete,26760127-1,Belanja Ban Kendaraan Dinas Operasional,2015-07-09,2177821800.0,Pt. Oto Sentosa Sentra Makmur
ocds-20h3g7-26762127,ocds-20h3g7-26762127-1,2015-08-05,Pemerintah Daerah Provinsi Dki Jakarta,26762127,Belanja Jasa Konsultansi Penilaian / Appraisal,services,812638200.0,2015-07-01,complete,26762127-1,Belanja Jasa Konsultansi Penilaian / Appraisal,2015-08-05,723030000.0,Kjpp  Wahyono Adi Dan Rekan
ocds-20h3g7-26763127,ocds-20h3g7-26763127-1,2015-06-12,,26763127,Pemeliharaan Jalan Wilayah Kecamatan Menteng (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01,complete,26763127-1,Pemeliharaan Jalan Wilayah Kecamatan Menteng (Jasa Konsultansi Pengawasan),2015-06-12,119988000.0,Pt. Nabela Karya Abadi
ocds-20h3g7-26764127,ocds-20h3g7-26764127-1,2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,26764127,Kajian Dan Perencanaan Simpang Tak Sebidang (X-1),services,710648000.0,2015-06-05,complete,26764127-1,Kajian Dan Perencanaan Simpang Tak Sebidang (X-1),2015-08-07,688985000.0,Pt. Bina Karya (Persero)
ocds-20h3g7-26765127,ocds-20h3g7-26765127-1,2015-06-12,,26765127,Pemeliharaan Jalan Wilayah Kecamatan Sawah Besar (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01,complete,26765127-1,Pemeliharaan Jalan Wilayah Kecamatan Sawah Besar (Jasa Konsultansi Pengawasan),2015-06-12,115192000.0,Pt. Mikro Cordaniel
ocds-20h3g7-26766127,ocds-20h3g7-26766127-1,2015-06-12,,26766127,Pemeliharaan Jalan Wilayah Kecamatan Senen (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01,complete,26766127-1,Pemeliharaan Jalan Wilayah Kecamatan Senen (Jasa Konsultansi Pengawasan),2015-06-12,121671000.0,Pt. Gihon Wahana Cipta
ocds-20h3g7-26767127,ocds-20h3g7-26767127-1,2015-06-12,,26767127,Pemeliharaan Jalan Wilayah Kecamatan Tanah Abang (Jasa Konsultansi Pengawasan),services,143123750.0,2015-06-01,complete,26767127-1,Pemeliharaan Jalan Wilayah Kecamatan Tanah Abang (Jasa Konsultansi Pengawasan),2015-06-12,112189000.0,Danureksa Sarana Cipta
ocds-20h3g7-26769127,ocds-20h3g7-26769127-2,2015-06-12,,26769127,Pemeliharaan Berkala Berat Jalan Di Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan),services,196713000.0,2015-06-01,complete,26769127-1,Pemeliharaan Berkala Berat Jalan Di Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan),2015-06-12,174570000.0,Daffa Brothers Cons
ocds-20h3g7-26772127,ocds-20h3g7-26772127-2,2015-06-16,,26772127,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia,services,2116430067.0,2015-06-03,complete,26772127-1,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia,2015-06-16,1688355460.0,Cv. Century Utama Lestari
ocds-20h3g7-26777127,ocds-20h3g7-26777127-1,2015-06-23,,26777127,Belanja Bahan Obat-Obatan Non E-Katalog,goods,900489096.0,2015-06-04,complete,26777127-1,Belanja Bahan Obat-Obatan Non E-Katalog,2015-06-23,653794900.0,Pt. Zalfa Mandiri
ocds-20h3g7-26778127,ocds-20h3g7-26778127-1,2015-06-22,,26778127,Pembangunan Pagar Pengaman Lalu Lintas Di Wilayah Jakarta Utara,works,473671000.0,2015-06-05,complete,26778127-1,Pembangunan Pagar Pengaman Lalu Lintas Di Wilayah Jakarta Utara,2015-06-22,321098000.0,Cv.Pelita Bintang Timur
ocds-20h3g7-26779127,ocds-20h3g7-26779127-1,2015-06-22,,26779127,Pemeliharaan Halte Bus Di Wilayah Jakarta Utara,works,284603000.0,2015-06-05,complete,26779127-1,Pemeliharaan Halte Bus Di Wilayah Jakarta Utara,2015-06-22,221478000.0,Cv. Maduma Steel Stone
ocds-20h3g7-26780127,ocds-20h3g7-26780127-1,2015-06-22,,26780127,Pembangunan/Pemeliharaan Sarana Dan Prasarana Zona Selamat Sekolah  (Zoss) Di Wilayah Jakarta Utara,works,295327600.0,2015-06-05,complete,26780127-1,Pembangunan/Pemeliharaan Sarana Dan Prasarana Zona Selamat Sekolah  (Zoss) Di Wilayah Jakarta Utara,2015-06-22,289421100.0,Sumber Air Pagarbatu
ocds-20h3g7-26787127,ocds-20h3g7-26787127-1,2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,26787127,Kajian Dan Perencanaan Simpang Tak Sebidang Pulogadung (Pertigaan),services,465898000.0,2015-06-05,complete,26787127-1,Kajian Dan Perencanaan Simpang Tak Sebidang Pulogadung (Pertigaan),2015-08-07,455152500.0,Pt. Bina Karya (Persero)
ocds-20h3g7-26788127,ocds-20h3g7-26788127-3,2015-06-12,,26788127,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Asuhan Anak Balita Tunas Bangsa,goods,768095300.0,2015-06-05,complete,26788127-1,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Asuhan Anak Balita Tunas Bangsa,2015-06-12,686310100.0,Pt. Dau Dosmauli
ocds-20h3g7-26790127,ocds-20h3g7-26790127-1,2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,26790127,Kajian Dan Perencanaan Simpang Tak Sebidang Jalan Cakung (Rel Ka),services,465898000.0,2015-06-05,complete,26790127-1,Kajian Dan Perencanaan Simpang Tak Sebidang Jalan Cakung (Rel Ka),2015-08-07,455152500.0,Pt. Bina Karya (Persero)
ocds-20h3g7-26791127,ocds-20h3g7-26791127-1,2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,26791127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,works,246337960.0,2015-06-05,complete,26791127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,244673550.0,Pt.Bintang Bara Pradana
ocds-20h3g7-26792127,ocds-20h3g7-26792127-1,2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,26792127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona I Jakarta Utara Periode Juli S.D Desember 2015,works,245634620.0,2015-06-05,complete,26792127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Cilincing Zona I Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,243034770.0,Pt.Trihartana Rizky Ardelia
ocds-20h3g7-26793127,ocds-20h3g7-26793127-1,2015-06-22,,26793127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Kelapa Gading Zona I Jakarta Utara Periode Juli S.D Desember 2015,works,246606140.0,2015-06-05,complete,26793127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Kelapa Gading Zona I Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,242896500.0,Pt. Sinar Irawati Setia
ocds-20h3g7-26795127,ocds-20h3g7-26795127-1,2015-06-22,,26795127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Koja Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,works,249773920.0,2015-06-05,complete,26795127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Koja Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,236185860.0,Pt. Jaka Surta Wira
ocds-20h3g7-26796127,ocds-20h3g7-26796127-1,2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,26796127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona I Jakarta Utara Periode Juli S.D Desember 2015,works,276913010.0,2015-06-05,complete,26796127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona I Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,273613450.0,Pt. Rakhmat Pribadi
ocds-20h3g7-26797127,ocds-20h3g7-26797127-1,2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,26797127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,works,278356760.0,2015-06-05,complete,26797127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Tanjung Priok Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,275043230.0,Pt. Rakhmat Pribadi
ocds-20h3g7-26798127,ocds-20h3g7-26798127-1,2015-06-22,,26798127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Pademangan Jakarta Utara Periode Juli S.D Desember 2015,works,262185770.0,2015-06-05,complete,26798127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Pademangan Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,249452126.0,Pt. Arah Tinggal Landas
ocds-20h3g7-26800127,ocds-20h3g7-26800127-1,2015-06-22,Pemerintah Daerah Provinsi Dki Jakarta,26800127,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Penjaringan Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,works,278736040.0,2015-06-05,complete,26800127-1,Pemeliharaan/Perawatan Pencahayaan Kota Kecamatan Penjaringan Zona Ii Jakarta Utara Periode Juli S.D Desember 2015,2015-06-22,267389067.0,Pt. Sekawan Sejati Pratama
ocds-20h3g7-26803127,ocds-20h3g7-26803127-1,2015-06-18,,26803127,Belanja Uang Makanan Dan Minuman Peserta/Petugas/Panitia,services,1838468100.0,2015-06-08,complete,26803127-1,Belanja Uang Makanan Dan Minuman Peserta/Petugas/Panitia,2015-06-18,1453494500.0,Cv. Century Utama Lestari
ocds-20h3g7-26805127,ocds-20h3g7-26805127-1,2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,26805127,Penyelesaian Rehabilitasi Total Gedung Sdn Penjaringan 09/10,works,4259106000.0,2015-06-23,complete,26805127-1,Penyelesaian Rehabilitasi Total Gedung Sdn Penjaringan 09/10,2015-08-07,4034745368.69,Pt. Gelora Megah Sejahtera
ocds-20h3g7-26807127,ocds-20h3g7-26807127-1,2015-07-02,,26807127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kembangan Utara,works,6482566364.34,2015-06-12,complete,26807127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kembangan Utara,2015-07-02,5996397000.0,Pt. Gagasan Adinusa
ocds-20h3g7-26809127,ocds-20h3g7-26809127-1,2015-07-02,,26809127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Tanjung Duren Selatan,works,6726736464.69,2015-06-12,complete,26809127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Tanjung Duren Selatan,2015-07-02,6181857000.0,Pt.Pradnanta Kharisma Pratama
ocds-20h3g7-26810127,ocds-20h3g7-26810127-1,2015-07-02,,26810127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kapuk,works,7211748113.0,2015-06-12,complete,26810127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Total Kantor Lurah Kapuk,2015-07-02,6641800000.0,Pt.Permata Dwilestari
ocds-20h3g7-26815127,ocds-20h3g7-26815127-1,2015-07-08,,26815127,Belanja/Uang  Makanan Dan Minuman Peserta/Petugas/Panitia,services,1576773000.0,2015-06-09,complete,26815127-1,Belanja/Uang  Makanan Dan Minuman Peserta/Petugas/Panitia,2015-07-08,1261418400.0,Cv Yasfara Navagi
ocds-20h3g7-26818127,ocds-20h3g7-26818127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26818127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Tebet Barat 08,services,97102500.0,2015-06-09,complete,26818127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Tebet Barat 08,2015-06-26,83325000.0,Pt. Indosela Pratama
ocds-20h3g7-26819127,ocds-20h3g7-26819127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26819127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Kebon Kosong 02/04,services,77412500.0,2015-06-09,complete,26819127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Kebon Kosong 02/04,2015-06-26,72659000.0,Pt. Gubahreka Consultant
ocds-20h3g7-26820127,ocds-20h3g7-26820127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26820127,Jasa Konsultansi Pengawasan Penyelesaian Rehabiltasi Total Gedung Sdn Tegal Alur 06/21,services,197890000.0,2015-06-09,complete,26820127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabiltasi Total Gedung Sdn Tegal Alur 06/21,2015-06-26,180228000.0,Pt.Saritama Purnama
ocds-20h3g7-26822127,ocds-20h3g7-26822127-1,2015-07-06,Pemerintah Daerah Provinsi Dki Jakarta,26822127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawajati 06,services,192700000.0,2015-06-09,complete,26822127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawajati 06,2015-07-06,126404000.0,Pt. Delta Elok Lestari
ocds-20h3g7-26823127,ocds-20h3g7-26823127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26823127,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawa Badak Selatan 09/10,services,192700000.0,2015-06-09,complete,26823127-1,Jasa Konsultansi Pengawasan Penyelesaian Rehabilitasi Total Gedung Sdn Rawa Badak Selatan 09/10,2015-06-26,164120000.0,Pt. Arsirona Pancagraha
ocds-20h3g7-26825127,ocds-20h3g7-26825127-1,2015-06-26,,26825127,Pengawasan Rehab Total Kantor Lurah Kapuk Muara,services,147345000.0,2015-06-09,complete,26825127-1,Pengawasan Rehab Total Kantor Lurah Kapuk Muara,2015-06-26,102575000.0,Pt.Saritama Purnama
ocds-20h3g7-26826127,ocds-20h3g7-26826127-2,2015-06-23,,26826127,Belanja Bahan Dan Pangan Makanan Dan Minuman Wbs Psbkw Harapan Mulia,goods,447873200.0,2015-06-11,complete,26826127-1,Belanja Bahan Dan Pangan Makanan Dan Minuman Wbs Psbkw Harapan Mulia,2015-06-23,402191200.0,Cv. Caterina Apriani
ocds-20h3g7-26827127,ocds-20h3g7-26827127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26827127,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Selatan,services,199325500.0,2015-06-08,complete,26827127-1,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Selatan,2015-06-26,163405000.0,Pt. Tabar Pratama Consultant
ocds-20h3g7-26828127,ocds-20h3g7-26828127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26828127,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Pusat,services,199325500.0,2015-06-08,complete,26828127-1,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Jalan Di Kota Administrasi Jakarta Pusat,2015-06-26,159093000.0,Pt. Tabar Pratama Consultant
ocds-20h3g7-26829127,ocds-20h3g7-26829127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26829127,Pengawasan Pemeliharaan Jalan Di Kota Administrasi Jakarta Utara,services,199325500.0,2015-06-08,complete,26829127-1,Pengawasan Pemeliharaan Jalan Di Kota Administrasi Jakarta Utara,2015-06-26,159472500.0,Pt. Tabar Pratama Consultant
ocds-20h3g7-26830127,ocds-20h3g7-26830127-1,2015-06-30,Pemerintah Daerah Provinsi Dki Jakarta,26830127,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Provinsi Dki Jakarta (Underpass),services,199325500.0,2015-06-08,complete,26830127-1,Jasa Konsultasi Pengawasan Teknis Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Provinsi Dki Jakarta (Underpass),2015-06-30,165462000.0,Pt. Nabela Karya Abadi
ocds-20h3g7-26831127,ocds-20h3g7-26831127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26831127,Pengawasan Teknis Perawatan Rutin Prasarana Jalan Dan Jembatan Di Provinsi Dki Jakarta  (Pekerjaan Fisik Aspal),services,199325500.0,2015-06-08,complete,26831127-1,Pengawasan Teknis Perawatan Rutin Prasarana Jalan Dan Jembatan Di Provinsi Dki Jakarta  (Pekerjaan Fisik Aspal),2015-06-26,170170000.0,Daffa Brothers Cons
ocds-20h3g7-26832127,ocds-20h3g7-26832127-1,2015-06-26,Pemerintah Daerah Provinsi Dki Jakarta,26832127,Jasa Konsultasi Pengawasan Teknis Perbaikan Dan Pemeliharaan Jalan Dan Trotoar Di Seluruh Koridor Busway (Pekerjaan Fisik Beton),services,199325500.0,2015-06-08,complete,26832127-1,Jasa Konsultasi Pengawasan Teknis Perbaikan Dan Pemeliharaan Jalan Dan Trotoar Di Seluruh Koridor Busway (Pekerjaan Fisik Beton),2015-06-26,170170000.0,Daffa Brothers Cons
ocds-20h3g7-26833127,ocds-20h3g7-26833127-1,2015-06-30,Pemerintah Daerah Provinsi Dki Jakarta,26833127,Pengawasan Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Prov. Dki Jakarta (Fly Over),services,199325500.0,2015-06-08,complete,26833127-1,Pengawasan Pemeliharaan Simpang Dan Jalan Tak Sebidang Di Prov. Dki Jakarta (Fly Over),2015-06-30,165462000.0,Pt. Nabela Karya Abadi
